customerID,Recency,Frequency,Monetary,RFMGroup,segment,activity,actionableTip
14976.0,57,72,1008.7499999999998,322.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
14978.0,72,214,2450.7270408163267,233.0,At Risk,Spent big money and purchased often. But long time ago. Need to bring them back!,"Send personalized emails to reconnect offer renewals, provide helpful resources."
14981.0,246,8,130.25510204081633,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
14984.0,19,39,258.125,411.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
14985.0,198,83,372.4617346938776,121.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
14987.0,15,2,208.16326530612244,411.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
14988.0,211,40,426.7091836734694,121.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
14995.0,38,60,295.8928571428571,321.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
14997.0,46,26,696.6836734693877,311.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
14998.0,170,74,529.170918367347,221.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
15000.0,47,77,625.6632653061225,321.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
15002.0,115,84,1288.4056122448978,222.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
15004.0,147,154,1557.1045918367345,232.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
15005.0,15,1071,7645.140306122448,454.0,Champions,"Bought recently, buy often and spend the most!",Reward them. Can be early adopters for new products. Will promote your brand.
15006.0,51,132,612.7295918367347,331.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
15007.0,159,12,200.14030612244895,211.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
15009.0,12,180,1606.4158163265306,532.0,Potential Loyalist,"Recent customers, but spent a good amount and bought more than once.","Offer membership / loyalty program, recommend other products."
15010.0,35,20,394.0561224489796,311.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
15012.0,53,70,276.12244897959187,321.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
15014.0,43,33,328.6607142857143,311.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
15016.0,172,20,216.8877551020408,211.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
15017.0,33,20,160.17857142857142,311.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
15018.0,38,25,440.0637755102041,311.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
15019.0,266,66,322.4617346938776,121.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
15021.0,8,393,2105.15306122449,542.0,Potential Loyalist,"Recent customers, but spent a good amount and bought more than once.","Offer membership / loyalty program, recommend other products."
15022.0,11,121,1087.2321428571427,532.0,Potential Loyalist,"Recent customers, but spent a good amount and bought more than once.","Offer membership / loyalty program, recommend other products."
15023.0,3,519,8024.247448979591,544.0,Champions,"Bought recently, buy often and spend the most!",Reward them. Can be early adopters for new products. Will promote your brand.
15024.0,9,104,1460.7270408163265,522.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
15025.0,33,67,461.68367346938777,321.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
15026.0,80,61,598.2142857142858,221.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
15027.0,30,35,1359.8852040816325,412.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
15028.0,8,34,562.704081632653,511.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
15030.0,71,7,661.0714285714287,211.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
15031.0,4,110,833.1505102040816,522.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
15032.0,256,19,2160.076530612245,112.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
15033.0,4,499,3246.785714285714,543.0,Loyal,Spend good money with us often. Responsive to promotions.,Upsell higher value products. Ask for reviews. Engage them.
15034.0,15,390,5451.734693877551,443.0,Loyal,Spend good money with us often. Responsive to promotions.,Upsell higher value products. Ask for reviews. Engage them.
15035.0,89,27,322.359693877551,211.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
15036.0,72,119,547.9081632653061,231.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
15038.0,58,91,700.8418367346939,321.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
15039.0,9,1413,24223.380102040814,555.0,Champions,"Bought recently, buy often and spend the most!",Reward them. Can be early adopters for new products. Will promote your brand.
15041.0,170,66,229.50255102040816,221.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
15042.0,199,5,173.38010204081633,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
15043.0,31,3,684.9489795918367,411.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
15044.0,19,442,9673.125,444.0,Champions,"Bought recently, buy often and spend the most!",Reward them. Can be early adopters for new products. Will promote your brand.
15045.0,151,11,808.2397959183672,212.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
15046.0,9,200,6301.862244897959,533.0,Potential Loyalist,"Recent customers, but spent a good amount and bought more than once.","Offer membership / loyalty program, recommend other products."
15047.0,269,22,438.2908163265306,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
15048.0,65,71,360.0765306122448,321.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
15049.0,273,3,154.55357142857142,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
15050.0,25,74,2146.390306122449,422.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
15051.0,23,142,1764.4897959183672,432.0,Potential Loyalist,"Recent customers, but spent a good amount and bought more than once.","Offer membership / loyalty program, recommend other products."
15052.0,319,28,264.96173469387753,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
15053.0,4,69,885.1403061224491,522.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
15054.0,12,114,385.33163265306126,521.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
15057.0,275,25,1899.8724489795916,112.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
15058.0,25,266,2681.8112244897957,433.0,Potential Loyalist,"Recent customers, but spent a good amount and bought more than once.","Offer membership / loyalty program, recommend other products."
15059.0,40,237,1706.2755102040817,332.0,Need Attention,"Above average recency, frequency and monetary values. May not have bought very recently though","Make limited time offers, Recommend based on past purchases. Reactivate them."
15060.0,8,115,375.31887755102036,521.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
15061.0,3,312,54826.58163265306,545.0,Champions,"Bought recently, buy often and spend the most!",Reward them. Can be early adopters for new products. Will promote your brand.
15062.0,71,57,1260.0255102040817,222.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
15063.0,213,5,472.9591836734694,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
15065.0,37,154,4014.8341836734694,333.0,Need Attention,"Above average recency, frequency and monetary values. May not have bought very recently though","Make limited time offers, Recommend based on past purchases. Reactivate them."
15066.0,53,39,1062.8061224489795,312.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
15067.0,78,82,2225.4591836734694,222.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
15068.0,46,104,705.8163265306122,321.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
15069.0,179,70,1415.216836734694,122.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
15071.0,93,26,1252.640306122449,212.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
15073.0,9,32,781.1607142857142,511.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
15074.0,105,41,938.3545918367347,222.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
15075.0,77,27,986.0076530612246,212.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
15076.0,172,49,1123.5331632653063,222.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
15078.0,7,414,11728.265306122448,544.0,Champions,"Bought recently, buy often and spend the most!",Reward them. Can be early adopters for new products. Will promote your brand.
15079.0,212,43,961.3010204081633,122.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
15081.0,22,24,489.4132653061224,411.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
15083.0,256,5,112.49999999999999,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
15087.0,281,15,391.5051020408164,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
15088.0,21,57,1479.6811224489793,422.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
15089.0,10,145,3087.8061224489793,533.0,Potential Loyalist,"Recent customers, but spent a good amount and bought more than once.","Offer membership / loyalty program, recommend other products."
15090.0,308,23,486.3775510204081,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
15091.0,67,30,613.1505102040816,311.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
15092.0,215,26,583.9413265306122,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
15093.0,18,92,5067.971938775509,423.0,Promising,"Recent shoppers, but haven't spent much.",Create brand awareness offer free trials
15095.0,103,47,1748.2142857142858,222.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
15096.0,42,11,279.8341836734694,311.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
15097.0,4,25,316.4285714285714,511.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
15098.0,182,2,50535.07653061224,115.0,Cannot Lose Them,"Made biggest purchases, and often. But haven't returned for a long time.","Win them back via renewals or newer products, don't lose them to competition, talk to them."
15099.0,84,23,523.5714285714286,211.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
15100.0,333,1,223.46938775510202,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
15101.0,8,8,405.01275510204084,511.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
15103.0,31,35,897.1428571428571,412.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
15104.0,196,66,1245.6505102040815,122.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
15105.0,18,101,2932.308673469388,423.0,Promising,"Recent shoppers, but haven't spent much.",Create brand awareness offer free trials
15106.0,17,99,1805.7142857142858,422.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
15107.0,311,11,259.56632653061223,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
15109.0,245,28,618.5586734693878,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
15110.0,23,35,1270.5357142857142,412.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
15111.0,29,68,1631.3520408163263,422.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
15113.0,9,96,4259.5790816326535,523.0,Promising,"Recent shoppers, but haven't spent much.",Create brand awareness offer free trials
15114.0,30,197,3521.122448979592,433.0,Potential Loyalist,"Recent customers, but spent a good amount and bought more than once.","Offer membership / loyalty program, recommend other products."
15115.0,18,21,433.8137755102041,411.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
15116.0,17,45,1725.4464285714284,422.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
15117.0,14,79,1979.311224489796,422.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
15118.0,134,1,312.2448979591837,211.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
15119.0,245,14,339.795918367347,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
15120.0,133,20,438.545918367347,211.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
15121.0,50,28,583.8265306122449,311.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
15122.0,114,82,2083.9030612244896,222.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
15123.0,7,106,2805.242346938776,523.0,Promising,"Recent shoppers, but haven't spent much.",Create brand awareness offer free trials
15124.0,22,15,234.93622448979596,411.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
15125.0,25,126,14476.37755102041,434.0,Potential Loyalist,"Recent customers, but spent a good amount and bought more than once.","Offer membership / loyalty program, recommend other products."
15127.0,65,16,518.5331632653061,311.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
15128.0,60,101,1851.4030612244896,322.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
15129.0,50,84,4397.193877551021,323.0,Need Attention,"Above average recency, frequency and monetary values. May not have bought very recently though","Make limited time offers, Recommend based on past purchases. Reactivate them."
15130.0,169,22,421.05867346938777,211.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
15132.0,18,52,1247.3596938775513,422.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
15133.0,127,29,1253.0867346938778,212.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
15134.0,14,73,1770.3954081632653,422.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
15135.0,239,9,177.359693877551,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
15136.0,2,68,1641.1989795918366,522.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
15139.0,239,13,228.265306122449,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
15140.0,52,80,3002.8698979591836,323.0,Need Attention,"Above average recency, frequency and monetary values. May not have bought very recently though","Make limited time offers, Recommend based on past purchases. Reactivate them."
15142.0,46,26,636.1479591836734,311.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
15143.0,225,14,330.9311224489795,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
15144.0,8,216,8329.132653061224,534.0,Potential Loyalist,"Recent customers, but spent a good amount and bought more than once.","Offer membership / loyalty program, recommend other products."
15145.0,4,67,1523.890306122449,522.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
15146.0,164,91,1692.8061224489793,222.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
15147.0,240,28,795.2806122448978,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
15148.0,10,20,384.298469387755,511.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
15149.0,133,23,664.2857142857142,211.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
15150.0,17,339,6722.359693877551,443.0,Loyal,Spend good money with us often. Responsive to promotions.,Upsell higher value products. Ask for reviews. Engage them.
15152.0,9,271,6053.176020408163,533.0,Potential Loyalist,"Recent customers, but spent a good amount and bought more than once.","Offer membership / loyalty program, recommend other products."
15153.0,31,22,419.9617346938776,411.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
15154.0,75,67,286.6454081632653,221.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
15156.0,1,55,1226.390306122449,522.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
15157.0,3,123,2438.252551020408,533.0,Potential Loyalist,"Recent customers, but spent a good amount and bought more than once.","Offer membership / loyalty program, recommend other products."
15158.0,45,7,511.98979591836735,311.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
15159.0,1,706,23726.594387755104,555.0,Champions,"Bought recently, buy often and spend the most!",Reward them. Can be early adopters for new products. Will promote your brand.
15160.0,357,4,201.73469387755102,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
15163.0,18,29,388.3545918367347,411.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
15164.0,68,101,1051.7602040816325,322.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
15167.0,320,39,202.5510204081633,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
15168.0,25,5,135.9183673469388,411.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
15171.0,331,3,1319.515306122449,112.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
15172.0,8,110,2071.4923469387754,522.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
15174.0,322,11,173.1505102040816,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
15175.0,71,23,285.8928571428571,211.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
15178.0,260,3,51.658163265306115,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
15179.0,18,93,2814.9872448979595,423.0,Promising,"Recent shoppers, but haven't spent much.",Create brand awareness offer free trials
15181.0,66,16,879.4387755102041,312.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
15182.0,154,29,794.4515306122448,211.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
15184.0,29,62,513.0102040816327,421.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
15185.0,70,21,396.1989795918367,211.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
15186.0,14,19,524.7576530612245,411.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
15187.0,1,90,6054.311224489796,523.0,Promising,"Recent shoppers, but haven't spent much.",Create brand awareness offer free trials
15189.0,1,212,20695.650510204083,534.0,Potential Loyalist,"Recent customers, but spent a good amount and bought more than once.","Offer membership / loyalty program, recommend other products."
15192.0,119,51,1332.0408163265308,222.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
15193.0,60,19,636.8877551020407,311.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
15194.0,3,294,9196.900510204083,534.0,Potential Loyalist,"Recent customers, but spent a good amount and bought more than once.","Offer membership / loyalty program, recommend other products."
15195.0,2,1,4924.744897959184,513.0,Promising,"Recent shoppers, but haven't spent much.",Create brand awareness offer free trials
15197.0,10,31,842.1045918367346,512.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
15198.0,92,10,246.98979591836732,211.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
15199.0,59,13,1618.2397959183675,312.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
15201.0,87,65,1500.765306122449,222.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
15203.0,25,142,2331.3775510204077,432.0,Potential Loyalist,"Recent customers, but spent a good amount and bought more than once.","Offer membership / loyalty program, recommend other products."
15204.0,357,9,403.80102040816325,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
15205.0,85,37,833.2142857142856,212.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
15206.0,10,9,536.0969387755102,511.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
15208.0,1,42,1109.8469387755104,522.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
15210.0,225,20,422.4234693877551,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
15211.0,60,52,1140.8290816326532,322.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
15212.0,241,5,129.8469387755102,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
15213.0,318,24,418.8137755102041,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
15214.0,1,110,2119.1836734693884,522.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
15215.0,46,35,937.4234693877551,312.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
15216.0,87,2,123.21428571428571,211.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
15218.0,10,166,7342.971938775511,534.0,Potential Loyalist,"Recent customers, but spent a good amount and bought more than once.","Offer membership / loyalty program, recommend other products."
15219.0,176,9,389.98724489795916,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
15220.0,51,114,2237.091836734694,322.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
15222.0,318,5,746.1734693877551,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
15223.0,225,8,580.2295918367347,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
15224.0,358,14,410.81632653061223,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
15225.0,234,23,522.1938775510205,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
15226.0,310,8,196.9515306122449,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
15227.0,36,58,1555.357142857143,322.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
15228.0,66,125,4319.783163265305,333.0,Need Attention,"Above average recency, frequency and monetary values. May not have bought very recently though","Make limited time offers, Recommend based on past purchases. Reactivate them."
15230.0,239,23,547.9591836734694,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
15232.0,113,31,780.6887755102042,211.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
15234.0,276,14,251.27551020408163,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
15235.0,217,134,2656.198979591837,133.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
15236.0,298,15,409.5025510204082,111.0,Lost,"Lowest recency, frequency and monetary scores.","Revive interest with reach out campaign, ignore otherwise."
15237.0,1,99,1801.4285714285716,522.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
15238.0,29,49,1351.3903061224487,422.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
15239.0,10,49,995.6505102040816,522.0,New Customers,"Bought most recently, but not often.","Provide on-boarding support, give them early success, start building relationship."
15240.0,44,78,2176.7474489795914,322.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
15241.0,66,109,2217.5892857142862,322.0,About to Sleep,"Below average recency, frequency and monetary values. Will lose them if not reactivated.","Share valuable resources, recommend popular products / renewals at discount reconnect with them."
15243.0,74,22,403.92857142857144,211.0,Hibernating,"Last purchase was long back, low spenders and low number of orders.",Offer other relevant products and special discounts. Recreate brand value.
